text,label,Pattern Category
USB Mouse: ?8,0,Not Dark Pattern
Stainless Steel Cutlery Set: ?20,0,Not Dark Pattern
Basic Wristband: ?3,0,Not Dark Pattern
Plastic Hangers: ?5/pack,0,Not Dark Pattern
Bookmark: ?1,0,Not Dark Pattern
Digital Alarm Clock: ?12,0,Not Dark Pattern
Portable Fan: ?15,0,Not Dark Pattern
Canvas Art Print: ?35,0,Not Dark Pattern
Kitchen Timer: ?4,0,Not Dark Pattern
Cotton Bath Towel: ?8,0,Not Dark Pattern
USB-C Adapter: ?7,0,Not Dark Pattern
Fitness Resistance Bands Set: ?22,0,Not Dark Pattern
Outdoor Umbrella: ?25,0,Not Dark Pattern
Stainless Steel Water Bottle: ?15,0,Not Dark Pattern
Essential Oils Diffuser: ?30,0,Not Dark Pattern
Bluetooth Earbuds: ?20,0,Not Dark Pattern
Scented Candle: ?10,0,Not Dark Pattern
Desktop Organizer: ?18,0,Not Dark Pattern
Desk Chair Cushion: ?12,0,Not Dark Pattern
Garden Gloves: ?5,0,Not Dark Pattern
Pet Toy Set: ?15,0,Not Dark Pattern
Metallic Gel Pens: ?6/pack,0,Not Dark Pattern
Sun Hat: ?8,0,Not Dark Pattern
Bamboo Cutting Board: ?10,0,Not Dark Pattern
LED Desk Lamp: ?20,0,Not Dark Pattern
Car Air Freshener: ?3,0,Not Dark Pattern
Knee Support Brace: ?10,0,Not Dark Pattern
Puzzle Book: ?8,0,Not Dark Pattern
Car Phone Holder: ?6,0,Not Dark Pattern
Travel Size Toiletries Kit: ?12,0,Not Dark Pattern
Digital Thermometer: ?7,0,Not Dark Pattern
Resistance Loop Bands: ?15,0,Not Dark Pattern
Acrylic Paint Set: ?18,0,Not Dark Pattern
Jigsaw Puzzle: ?10,0,Not Dark Pattern
Bicycle Bell: ?3,0,Not Dark Pattern
Microfiber Cleaning Cloths: ?5/pack,0,Not Dark Pattern
Rolling Pin: ?8,0,Not Dark Pattern
Mini Desk Fan: ?6,0,Not Dark Pattern
Insulated Lunch Box: ?12,0,Not Dark Pattern
Dental Floss: ?2,0,Not Dark Pattern
Camping Lantern: ?10,0,Not Dark Pattern
Bike Lock: ?15,0,Not Dark Pattern
Hiking Socks: ?4,0,Not Dark Pattern
Plastic Food Containers: ?10/set,0,Not Dark Pattern
Smartphone Stand: ?5,0,Not Dark Pattern
Umbrella Stand: ?12,0,Not Dark Pattern
Reusable Silicone Food Bags: ?8,0,Not Dark Pattern
Noise-Canceling Ear Plugs: ?3/pair,0,Not Dark Pattern
Selfie Stick: ?7,0,Not Dark Pattern
Silicone Baking Mat: ?6,0,Not Dark Pattern
Portable Bluetooth Speaker: ?15,0,Not Dark Pattern
Yoga Block: ?8,0,Not Dark Pattern
Glow-in-the-Dark Stars: ?4/pack,0,Not Dark Pattern
Magnetic Whiteboard: ?10,0,Not Dark Pattern
Bike Repair Kit: ?12,0,Not Dark Pattern
Cord Organizer: ?5,0,Not Dark Pattern
Dry Erase Markers: ?3/pack,0,Not Dark Pattern
Handheld Mirror: ?2,0,Not Dark Pattern
Car Wash Sponge: ?4,0,Not Dark Pattern
USB Desk Fan: ?8,0,Not Dark Pattern
Sunglasses Case: ?3,0,Not Dark Pattern
Tennis Balls: ?5/pack,0,Not Dark Pattern
Wireless Mouse: ?10,0,Not Dark Pattern
Car Window Sunshade: ?7,0,Not Dark Pattern
Aromatherapy Shower Bombs: ?6/pack,0,Not Dark Pattern
Collapsible Water Bottle: ?8,0,Not Dark Pattern
Camping Cookware Set: ?20,0,Not Dark Pattern
Silicone Ice Cube Trays: ?5,0,Not Dark Pattern
Fabric Resistance Bands: ?18,0,Not Dark Pattern
Plastic Storage Bins: ?10/set,0,Not Dark Pattern
Yoga Strap: ?4,0,Not Dark Pattern
Folding Camping Chair: ?15,0,Not Dark Pattern
Sleeping Mask: ?3,0,Not Dark Pattern
Inflatable Neck Pillow: ?8,0,Not Dark Pattern
Vegetable Spiralizer: ?10,0,Not Dark Pattern
Travel Adapter: ?12,0,Not Dark Pattern
Foam Roller: ?10,0,Not Dark Pattern
Bike Repair Tool Kit: ?15,0,Not Dark Pattern
Portable Hand Warmer: ?6,0,Not Dark Pattern
Ceramic Plant Pots: ?8,0,Not Dark Pattern
Collapsible Laundry Basket: ?10,0,Not Dark Pattern
Adjustable Jump Rope: ?5,0,Not Dark Pattern
Shoe Organizer: ?8,0,Not Dark Pattern
Reusable Grocery Bags: ?4/set,0,Not Dark Pattern
Dry Shampoo: ?3,0,Not Dark Pattern
Reusable Coffee Filter: ?2,0,Not Dark Pattern
Silicone Oven Mitts: ?5/pair,0,Not Dark Pattern
Mini First Aid Kit: ?8,0,Not Dark Pattern
Foldable Backpack: ?10,0,Not Dark Pattern
Stainless Steel Drinking Straws: ?6/pack,0,Not Dark Pattern
Compact Mirror: ?2,0,Not Dark Pattern
Travel Size Hand Sanitizer: ?3,0,Not Dark Pattern
Cotton Face Masks: ?5/pack,0,Not Dark Pattern
Collapsible Travel Cup: ?4,0,Not Dark Pattern
Phone Screen Protectors: ?3/pack,0,Not Dark Pattern
Glow Sticks: ?2/pack,0,Not Dark Pattern
Bamboo Toothbrush: ?2,0,Not Dark Pattern
Key Organizer: ?5,0,Not Dark Pattern
Portable USB Fan: ?6,0,Not Dark Pattern
Camping Hammock: ?15,0,Not Dark Pattern
Reusable Cloth Diapers: ?8,0,Not Dark Pattern
Cotton Swab: ?2/pack,0,Not Dark Pattern
Plastic-Free Dish Brush: ?4,0,Not Dark Pattern
Compact Hair Dryer: ?10,0,Not Dark Pattern
Anti-Theft Backpack: ?18,0,Not Dark Pattern
Resistance Exercise Bands: ?12,0,Not Dark Pattern
Carabiner Clip: ?3,0,Not Dark Pattern
Limited Time Offer: Ends in 1 hour! Use code HURRY10 for 10% off.,1,urgency
Act Fast! Only a few left in stock. Grab yours now!,1,urgency
Flash Sale Alert: 24 hours only! Get exclusive discounts.,1,urgency
Last Chance! Sale ends at midnight. Don't miss out!,1,urgency
Hurry! Limited quantities available. Shop before it's gone.,1,urgency
Offer expires in 3 hours. Use code FLASH15 for extra savings!,1,urgency
Final Hours! Countdown to the end of our special promotion.,1,urgency
Limited Stock Alert: Grab your favorite items before they sell out!,1,urgency
Don't Wait! Special pricing ends in 2 days. Shop now.,1,urgency
Act Quickly! 48-hour flash sale starts now. Limited inventory.,1,urgency
Only a few units left! Shop our exclusive sale before it's over.,1,urgency
Last Call! Sale ends tomorrow. Use code LASTCHANCE for extra savings.,1,urgency
24-Hour Clearance Event! Prices will go up after the countdown.,1,urgency
Urgent: Exclusive deals for the next 6 hours only. Shop now!,1,urgency
Hurry Up! Limited-time offer. Use code QUICK20 for extra discounts.,1,urgency
Final Countdown! Sale ends in 12 hours. Don't miss the savings!,1,urgency
Limited Quantity Alert: Act fast before your favorite items run out.,1,urgency
Time is running out! Grab your favorites before the offer expires.,1,urgency
24-Hour Mega Sale: Don't miss your chance for incredible savings!,1,urgency
Act Now! Special pricing available for the next 3 days only.,1,urgency
Last Chance to Save: Offer expires in 6 hours. Shop now!,1,urgency
Flash Sale Extravaganza! Limited-time discounts for the next 24 hours.,1,urgency
"Hurry, Limited Stock! Sale ends at midnight. Shop your favorites now.",1,urgency
Exclusive 48-Hour Sale: Use code EXCLUSIVE40 for extra savings.,1,urgency
Tick-Tock! Sale countdown is on. Limited-time discounts available.,1,urgency
Final Day for Savings! Sale ends in 8 hours. Shop now and save.,1,urgency
Flash Discounts! Limited-time offers for the next 12 hours only.,1,urgency
Almost Gone! Limited stock available. Act fast to secure your items.,1,urgency
"Hurry, Time is Ticking! Sale ends tomorrow. Don't miss the deals.",1,urgency
Urgent Alert: Limited-time pricing for the next 4 hours. Shop now!,1,urgency
Last Chance Clearance: Act fast before these deals disappear.,1,urgency
Flash Sale Spectacular! Limited-time discounts for the next 24 hours.,1,urgency
Time Sensitive: Sale ends in 5 hours. Use code RUSH5 for extra savings.,1,urgency
Don't Miss Out! Limited stock available. Shop your favorites now.,1,urgency
Exclusive 72-Hour Sale: Use code EXCLUSIVE25 for additional discounts.,1,urgency
Act Quickly! Limited-time offers for the next 6 hours. Shop now.,1,urgency
Final Countdown Alert: Sale ends in 10 hours. Secure your deals now.,1,urgency
Flash Sale Madness! Limited-time discounts for the next 18 hours.,1,urgency
"Hurry, Limited Availability! Sale ends at midnight. Shop now and save.",1,urgency
Last Chance Deals: Sale expires in 7 hours. Use code LASTCHANCE10.,1,urgency
Flash Savings Alert! Limited-time offers for the next 9 hours only.,1,urgency
Time is Running Out! Limited stock available. Shop your favorites now.,1,urgency
Urgent: 24-Hour Flash Sale. Don't miss these incredible discounts!,1,urgency
Final Hours for Savings! Sale ends in 3 hours. Shop now and save big.,1,urgency
Limited Quantity Alert: Act fast before these deals vanish.,1,urgency
Flash Sale Frenzy! Limited-time discounts for the next 15 hours.,1,urgency
Almost Gone! Limited stock available. Secure your items before it's too late.,1,urgency
"Hurry, Time is Ticking! Sale ends tomorrow. Don't miss out on the savings.",1,urgency
Exclusive 48-Hour Clearance: Use code CLEARANCE30 for extra discounts.,1,urgency
Tick-Tock! Limited-time offers for the next 8 hours only. Shop now!,1,urgency
Final Day for Flash Savings! Sale ends in 6 hours. Shop and save.,1,urgency
Urgent Alert: 24-Hour Mega Sale. Don't miss out on these incredible deals!,1,urgency
Last Call! Limited stock available. Act fast to secure your favorites.,1,urgency
Flash Sale Extravaganza! Limited-time discounts for the next 21 hours.,1,urgency
Almost Gone! Sale ends at midnight. Secure your items now.,1,urgency
"Hurry, Limited Stock! Limited-time offers for the next 11 hours only.",1,urgency
Time is Running Out! Sale expires in 3 hours. Shop your favorites now.,1,urgency
Flash Discounts! Limited-time deals for the next 13 hours.,1,urgency
Last Chance to Save: Sale ends in 9 hours. Shop now and save big.,1,urgency
Flash Sale Spectacular! Limited-time discounts for the next 27 hours.,1,urgency
Don't Miss Out! Limited stock available. Act fast to secure your deals.,1,urgency
Exclusive 72-Hour Sale: Use code EXCLUSIVE18 for additional discounts.,1,urgency
Act Quickly! Limited-time offers for the next 7 hours. Shop now.,1,urgency
Final Countdown Alert: Sale ends in 12 hours. Secure your deals now.,1,urgency
Flash Sale Madness! Limited-time discounts for the next 23 hours.,1,urgency
"Hurry, Limited Availability! Sale ends at midnight. Shop now and save.",1,urgency
Last Chance Deals: Sale expires in 5 hours. Use code LASTCHANCE15.,1,urgency
Flash Savings Alert! Limited-time offers for the next 11 hours only.,1,urgency
Time is Running Out! Limited stock available. Shop your favorites now.,1,urgency
Urgent: 24-Hour Flash Sale. Don't miss these amazing discounts!,1,urgency
Final Hours for Savings! Sale ends in 2 hours. Shop now and save big.,1,urgency
Limited Quantity Alert: Act fast before these deals disappear.,1,urgency
Flash Sale Frenzy! Limited-time discounts for the next 16 hours.,1,urgency
Almost Gone! Limited stock available. Secure your items before it's too late.,1,urgency
"Hurry, Time is Ticking! Sale ends tomorrow. Don't miss out on the savings.",1,urgency
Exclusive 48-Hour Clearance: Use code CLEARANCE25 for extra discounts.,1,urgency
Tick-Tock! Limited-time offers for the next 9 hours only. Shop now!,1,urgency
Final Day for Flash Savings! Sale ends in 7 hours. Shop and save.,1,urgency
Urgent Alert: 24-Hour Mega Sale. Don't miss out on these fantastic deals!,1,urgency
Last Call! Limited stock available. Act fast to secure your favorites.,1,urgency
Flash Sale Extravaganza! Limited-time discounts for the next 22 hours.,1,urgency
Almost Gone! Sale ends at midnight. Secure your items now.,1,urgency
"Hurry, Limited Stock! Limited-time offers for the next 11 hours only.",1,urgency
Time is Running Out! Sale expires in 3 hours. Shop your favorites now.,1,urgency
Flash Discounts! Limited-time deals for the next 13 hours.,1,urgency
Last Chance to Save: Sale ends in 8 hours. Shop now and save big.,1,urgency
Flash Sale Spectacular! Limited-time discounts for the next 28 hours.,1,urgency
Don't Miss Out! Limited stock available. Act fast to secure your deals.,1,urgency
Exclusive 72-Hour Sale: Use code EXCLUSIVE20 for additional discounts.,1,urgency
Act Quickly! Limited-time offers for the next 6 hours. Shop now.,1,urgency
Final Countdown Alert: Sale ends in 11 hours. Secure your deals now.,1,urgency
Flash Sale Madness! Limited-time discounts for the next 24 hours.,1,urgency
"Hurry, Limited Availability! Sale ends at midnight. Shop now and save.",1,urgency
Last Chance Deals: Sale expires in 6 hours. Use code LASTCHANCE20.,1,urgency
Flash Savings Alert! Limited-time offers for the next 10 hours only.,1,urgency
Time is Running Out! Limited stock available. Shop your favorites now.,1,urgency
Urgent: 24-Hour Flash Sale. Don't miss these incredible discounts!,1,urgency
Final Hours for Savings! Sale ends in 1 hour. Shop now and save big.,1,urgency
Limited Quantity Alert: Act fast before these deals vanish.,1,urgency
Flash Sale Frenzy! Limited-time discounts for the next 17 hours.,1,urgency
Almost Gone! Limited stock available. Secure your items before it's too late.,1,urgency
"Hurry, Time is Ticking! Sale ends tomorrow. Don't miss out on the savings.",1,urgency
Exclusive 48-Hour Clearance: Use code CLEARANCE30 for extra discounts.,1,urgency
Tick-Tock! Limited-time offers for the next 10 hours only. Shop now!,1,urgency
Final Day for Flash Savings! Sale ends in 8 hours. Shop and save.,1,urgency
Urgent Alert: 24-Hour Mega Sale. Don't miss out on these fantastic deals!,1,urgency
Last Call! Limited stock available. Act fast to secure your favorites.,1,urgency
Flash Sale Extravaganza! Limited-time discounts for the next 23 hours.,1,urgency
Almost Gone! Sale ends at midnight. Secure your items now.,1,urgency
"Hurry, Limited Stock! Limited-time offers for the next 12 hours only.",1,urgency
Time is Running Out! Sale expires in 4 hours. Shop your favorites now.,1,urgency
Flash Discounts! Limited-time deals for the next 14 hours.,1,urgency
Last Chance to Save: Sale ends in 9 hours. Shop now and save big.,1,urgency
Flash Sale Spectacular! Limited-time discounts for the next 29 hours.,1,urgency
Don't Miss Out! Limited stock available. Act fast to secure your deals.,1,urgency
Exclusive 72-Hour Sale: Use code EXCLUSIVE24 for additional discounts.,1,urgency
Act Quickly! Limited-time offers for the next 7 hours. Shop now.,1,urgency
Final Countdown Alert: Sale ends in 13 hours. Secure your deals now.,1,urgency
Flash Sale Madness! Limited-time discounts for the next 25 hours.,1,urgency
"Hurry, Limited Availability! Sale ends at midnight. Shop now and save.",1,urgency
Last Chance Deals: Sale expires in 5 hours. Use code LASTCHANCE25.,1,urgency
Flash Savings Alert! Limited-time offers for the next 12 hours only.,1,urgency
Time is Running Out! Limited stock available. Shop your favorites now.,1,urgency
Urgent: 24-Hour Flash Sale. Don't miss these amazing discounts!,1,urgency
Final Hours for Savings! Sale ends in 2 hours. Shop now and save big.,1,urgency
Limited Quantity Alert: Act fast before these deals disappear.,1,urgency
Flash Sale Frenzy! Limited-time discounts for the next 19 hours.,1,urgency
Almost Gone! Limited stock available. Secure your items before it's too late.,1,urgency
"Hurry, Time is Ticking! Sale ends tomorrow. Don't miss out on the savings.",1,urgency
Exclusive 48-Hour Clearance: Use code CLEARANCE35 for extra discounts.,1,urgency
Tick-Tock! Limited-time offers for the next 11 hours only. Shop now!,1,urgency
